hidden_layers,neurons,activation,epochs,learning_rate,batch_size,accuracy
2,8,sigmoid,25,0.01,64,0.8292682926829268
2,8,sigmoid,25,0.01,128,0.8146341463414634
2,8,sigmoid,25,0.01,256,0.8
2,8,sigmoid,25,0.01,512,0.8048780487804879
2,8,sigmoid,25,0.001,16,0.7902439024390244
2,8,sigmoid,25,0.001,32,0.7951219512195122
2,8,sigmoid,25,0.001,64,0.775609756097561
2,8,sigmoid,25,0.001,128,0.7463414634146341
2,8,sigmoid,25,0.001,256,0.7365853658536585
2,8,sigmoid,25,0.001,512,0.5024390243902439
2,8,sigmoid,25,0.0001,16,0.6926829268292682
2,8,sigmoid,25,0.0001,32,0.4975609756097561
2,8,sigmoid,25,0.0001,64,0.5853658536585366
2,8,sigmoid,25,0.0001,128,0.4975609756097561
2,8,sigmoid,25,0.0001,256,0.5024390243902439
2,8,sigmoid,25,0.0001,512,0.4975609756097561
2,8,sigmoid,50,10.0,16,0.4975609756097561
2,8,sigmoid,50,10.0,32,0.4975609756097561
2,8,sigmoid,50,10.0,64,0.5024390243902439
2,8,sigmoid,50,10.0,128,0.4975609756097561
2,8,sigmoid,50,10.0,256,0.6878048780487804
2,8,sigmoid,50,10.0,512,0.4975609756097561
2,8,sigmoid,50,1.0,16,0.7951219512195122
2,8,sigmoid,50,1.0,32,0.4975609756097561
2,8,sigmoid,50,1.0,64,0.8097560975609757
2,8,sigmoid,50,1.0,128,0.8048780487804879
2,8,sigmoid,50,1.0,256,0.8390243902439024
2,8,sigmoid,50,1.0,512,0.5024390243902439
2,8,sigmoid,50,0.1,16,0.9658536585365853
2,8,sigmoid,50,0.1,32,0.9219512195121952
2,8,sigmoid,50,0.1,64,0.9658536585365853
2,8,sigmoid,50,0.1,128,0.9512195121951219
2,8,sigmoid,50,0.1,256,0.9121951219512195
2,8,sigmoid,50,0.1,512,0.8780487804878049
2,8,sigmoid,50,0.01,16,0.926829268292683
2,8,sigmoid,50,0.01,32,0.8780487804878049
2,8,sigmoid,50,0.01,64,0.8390243902439024
2,8,sigmoid,50,0.01,128,0.8341463414634146
2,8,sigmoid,50,0.01,256,0.8
2,8,sigmoid,50,0.01,512,0.8
2,8,sigmoid,50,0.001,16,0.8
2,8,sigmoid,50,0.001,32,0.8292682926829268
2,8,sigmoid,50,0.001,64,0.8048780487804879
2,8,sigmoid,50,0.001,128,0.7951219512195122
2,8,sigmoid,50,0.001,256,0.7463414634146341
2,8,sigmoid,50,0.001,512,0.7170731707317073
2,8,sigmoid,50,0.0001,16,0.7463414634146341
2,8,sigmoid,50,0.0001,32,0.5219512195121951
2,8,sigmoid,50,0.0001,64,0.5024390243902439
2,8,sigmoid,50,0.0001,128,0.5024390243902439
2,8,sigmoid,50,0.0001,256,0.6536585365853659
2,8,sigmoid,50,0.0001,512,0.5024390243902439
2,8,sigmoid,100,10.0,16,0.4975609756097561
2,8,sigmoid,100,10.0,32,0.4975609756097561
2,8,sigmoid,100,10.0,64,0.4975609756097561
2,8,sigmoid,100,10.0,128,0.4975609756097561
2,8,sigmoid,100,10.0,256,0.5024390243902439
2,8,sigmoid,100,10.0,512,0.7463414634146341
2,8,sigmoid,100,1.0,16,0.5024390243902439
2,8,sigmoid,100,1.0,32,0.5024390243902439
2,8,sigmoid,100,1.0,64,0.4975609756097561
2,8,sigmoid,100,1.0,128,0.5024390243902439
2,8,sigmoid,100,1.0,256,0.8439024390243902
2,8,sigmoid,100,1.0,512,0.9024390243902439
2,8,sigmoid,100,0.1,16,0.9317073170731708
2,8,sigmoid,100,0.1,32,0.9853658536585366
2,8,sigmoid,100,0.1,64,1.0
2,8,sigmoid,100,0.1,128,0.9853658536585366
2,8,sigmoid,100,0.1,256,0.9658536585365853
2,8,sigmoid,100,0.1,512,0.9414634146341463
2,8,sigmoid,100,0.01,16,0.9804878048780488
2,8,sigmoid,100,0.01,32,0.9609756097560975
2,8,sigmoid,100,0.01,64,0.9317073170731708
2,8,sigmoid,100,0.01,128,0.9414634146341463
2,8,sigmoid,100,0.01,256,0.8439024390243902
2,8,sigmoid,100,0.01,512,0.824390243902439
2,8,sigmoid,100,0.001,16,0.8048780487804879
2,8,sigmoid,100,0.001,32,0.7804878048780488
2,8,sigmoid,100,0.001,64,0.7804878048780488
2,8,sigmoid,100,0.001,128,0.7902439024390244
2,8,sigmoid,100,0.001,256,0.8048780487804879
2,8,sigmoid,100,0.001,512,0.7902439024390244
2,8,sigmoid,100,0.0001,16,0.7902439024390244
2,8,sigmoid,100,0.0001,32,0.7609756097560976
2,8,sigmoid,100,0.0001,64,0.7463414634146341
2,8,sigmoid,100,0.0001,128,0.6780487804878049
2,8,sigmoid,100,0.0001,256,0.5024390243902439
2,8,sigmoid,100,0.0001,512,0.4975609756097561
2,8,sigmoid,250,10.0,16,0.4975609756097561
2,8,sigmoid,250,10.0,32,0.4975609756097561
2,8,sigmoid,250,10.0,64,0.4975609756097561
2,8,sigmoid,250,10.0,128,0.5024390243902439
2,8,sigmoid,250,10.0,256,0.4975609756097561
2,8,sigmoid,250,10.0,512,0.4975609756097561
2,8,sigmoid,250,1.0,16,0.7707317073170732
2,8,sigmoid,250,1.0,32,0.7951219512195122
2,8,sigmoid,250,1.0,64,0.8195121951219512
2,8,sigmoid,250,1.0,128,0.5024390243902439
2,8,sigmoid,250,1.0,256,0.848780487804878
2,8,sigmoid,250,1.0,512,0.8731707317073171
2,8,sigmoid,250,0.1,16,0.9219512195121952
2,8,sigmoid,250,0.1,32,0.9414634146341463
2,8,sigmoid,250,0.1,64,0.9951219512195122
2,8,sigmoid,250,0.1,128,0.9804878048780488
2,8,sigmoid,250,0.1,256,0.9853658536585366
2,8,sigmoid,250,0.1,512,0.9804878048780488
2,8,sigmoid,250,0.01,16,1.0
2,8,sigmoid,250,0.01,32,0.9853658536585366
2,8,sigmoid,250,0.01,64,0.9853658536585366
2,8,sigmoid,250,0.01,128,0.9658536585365853
2,8,sigmoid,250,0.01,256,0.9170731707317074
2,8,sigmoid,250,0.01,512,0.9560975609756097
2,8,sigmoid,250,0.001,16,0.8585365853658536
2,8,sigmoid,250,0.001,32,0.8292682926829268
2,8,sigmoid,250,0.001,64,0.8195121951219512
2,8,sigmoid,250,0.001,128,0.7951219512195122
2,8,sigmoid,250,0.001,256,0.8
2,8,sigmoid,250,0.001,512,0.8
2,8,sigmoid,250,0.0001,16,0.8
2,8,sigmoid,250,0.0001,32,0.7951219512195122
2,8,sigmoid,250,0.0001,64,0.8
2,8,sigmoid,250,0.0001,128,0.7609756097560976
2,8,sigmoid,250,0.0001,256,0.7219512195121951
2,8,sigmoid,250,0.0001,512,0.5024390243902439
2,8,relu,1,10.0,16,0.4975609756097561
2,8,relu,1,10.0,32,0.5024390243902439
2,8,relu,1,10.0,64,0.5073170731707317
2,8,relu,1,10.0,128,0.526829268292683
2,8,relu,1,10.0,256,0.5560975609756098
2,8,relu,1,10.0,512,0.5024390243902439
2,8,relu,1,1.0,16,0.5024390243902439
2,8,relu,1,1.0,32,0.4878048780487805
2,8,relu,1,1.0,64,0.5365853658536586
2,8,relu,1,1.0,128,0.5073170731707317
2,8,relu,1,1.0,256,0.8048780487804879
2,8,relu,1,1.0,512,0.5024390243902439
2,8,relu,1,0.1,16,0.7902439024390244
2,8,relu,1,0.1,32,0.7951219512195122
2,8,relu,1,0.1,64,0.7658536585365854
2,8,relu,1,0.1,128,0.7804878048780488
2,8,relu,1,0.1,256,0.7853658536585366
2,8,relu,1,0.1,512,0.7658536585365854
2,8,relu,1,0.01,16,0.8048780487804879
2,8,relu,1,0.01,32,0.7853658536585366
2,8,relu,1,0.01,64,0.7609756097560976
2,8,relu,1,0.01,128,0.7073170731707317
2,8,relu,1,0.01,256,0.7365853658536585
2,8,relu,1,0.01,512,0.4975609756097561
2,8,relu,1,0.001,16,0.6487804878048781
2,8,relu,1,0.001,32,0.4975609756097561
2,8,relu,1,0.001,64,0.5853658536585366
2,8,relu,1,0.001,128,0.5024390243902439
2,8,relu,1,0.001,256,0.48292682926829267
2,8,relu,1,0.001,512,0.5024390243902439
2,8,relu,1,0.0001,16,0.6195121951219512
2,8,relu,1,0.0001,32,0.5317073170731708
2,8,relu,1,0.0001,64,0.4926829268292683
2,8,relu,1,0.0001,128,0.4975609756097561
2,8,relu,1,0.0001,256,0.551219512195122
2,8,relu,1,0.0001,512,0.4975609756097561
2,8,relu,10,10.0,16,0.5024390243902439
2,8,relu,10,10.0,32,0.551219512195122
2,8,relu,10,10.0,64,0.5073170731707317
2,8,relu,10,10.0,128,0.5073170731707317
2,8,relu,10,10.0,256,0.4975609756097561
2,8,relu,10,10.0,512,0.4975609756097561
2,8,relu,10,1.0,16,0.5024390243902439
2,8,relu,10,1.0,32,0.5024390243902439
2,8,relu,10,1.0,64,0.6780487804878049
2,8,relu,10,1.0,128,0.4975609756097561
2,8,relu,10,1.0,256,0.5073170731707317
2,8,relu,10,1.0,512,0.5024390243902439
2,8,relu,10,0.1,16,0.8048780487804879
2,8,relu,10,0.1,32,0.8634146341463415
2,8,relu,10,0.1,64,0.8634146341463415
2,8,relu,10,0.1,128,0.8390243902439024
2,8,relu,10,0.1,256,0.8146341463414634
2,8,relu,10,0.1,512,0.8292682926829268
2,8,relu,10,0.01,16,0.8682926829268293
2,8,relu,10,0.01,32,0.8878048780487805
2,8,relu,10,0.01,64,0.8634146341463415
2,8,relu,10,0.01,128,0.8341463414634146
2,8,relu,10,0.01,256,0.7902439024390244
2,8,relu,10,0.01,512,0.7707317073170732
2,8,relu,10,0.001,16,0.8
2,8,relu,10,0.001,32,0.7853658536585366
2,8,relu,10,0.001,64,0.7609756097560976
2,8,relu,10,0.001,128,0.7073170731707317
2,8,relu,10,0.001,256,0.4975609756097561
2,8,relu,10,0.001,512,0.6390243902439025
2,8,relu,10,0.0001,16,0.4975609756097561
2,8,relu,10,0.0001,32,0.5024390243902439
2,8,relu,10,0.0001,64,0.4878048780487805
2,8,relu,10,0.0001,128,0.4975609756097561
2,8,relu,10,0.0001,256,0.5170731707317073
2,8,relu,10,0.0001,512,0.5073170731707317
2,8,relu,25,10.0,16,0.5024390243902439
2,8,relu,25,10.0,32,0.4975609756097561
2,8,relu,25,10.0,64,0.4975609756097561
2,8,relu,25,10.0,128,0.5024390243902439
2,8,relu,25,10.0,256,0.5024390243902439
2,8,relu,25,10.0,512,0.4975609756097561
2,8,relu,25,1.0,16,0.4975609756097561
2,8,relu,25,1.0,32,0.5024390243902439
2,8,relu,25,1.0,64,0.5024390243902439
2,8,relu,25,1.0,128,0.6048780487804878
2,8,relu,25,1.0,256,0.5121951219512195
2,8,relu,25,1.0,512,0.5024390243902439
2,8,relu,25,0.1,16,0.8097560975609757
2,8,relu,25,0.1,32,0.8439024390243902
2,8,relu,25,0.1,64,0.9121951219512195
2,8,relu,25,0.1,128,0.848780487804878
2,8,relu,25,0.1,256,0.8731707317073171
2,8,relu,25,0.1,512,0.9317073170731708
2,8,relu,25,0.01,16,0.9804878048780488
2,8,relu,25,0.01,32,0.9024390243902439
2,8,relu,25,0.01,64,0.9317073170731708
2,8,relu,25,0.01,128,0.8682926829268293
2,8,relu,25,0.01,256,0.8292682926829268
2,8,relu,25,0.01,512,0.8195121951219512
2,8,relu,25,0.001,16,0.8292682926829268
2,8,relu,25,0.001,32,0.8097560975609757
2,8,relu,25,0.001,64,0.848780487804878
2,8,relu,25,0.001,128,0.7902439024390244
2,8,relu,25,0.001,256,0.7560975609756098
2,8,relu,25,0.001,512,0.7463414634146341
2,8,relu,25,0.0001,16,0.7560975609756098
2,8,relu,25,0.0001,32,0.5073170731707317
2,8,relu,25,0.0001,64,0.4975609756097561
2,8,relu,25,0.0001,128,0.6731707317073171
2,8,relu,25,0.0001,256,0.5658536585365853
2,8,relu,25,0.0001,512,0.5024390243902439
2,8,relu,50,10.0,16,0.4975609756097561
2,8,relu,50,10.0,32,0.5024390243902439
2,8,relu,50,10.0,64,0.5024390243902439
2,8,relu,50,10.0,128,0.5024390243902439
2,8,relu,50,10.0,256,0.5024390243902439
2,8,relu,50,10.0,512,0.5024390243902439
2,8,relu,50,1.0,16,0.5024390243902439
2,8,relu,50,1.0,32,0.526829268292683
2,8,relu,50,1.0,64,0.4975609756097561
2,8,relu,50,1.0,128,0.5073170731707317
2,8,relu,50,1.0,256,0.5024390243902439
2,8,relu,50,1.0,512,0.4975609756097561
2,8,relu,50,0.1,16,0.8439024390243902
2,8,relu,50,0.1,32,0.8829268292682927
2,8,relu,50,0.1,64,0.9024390243902439
2,8,relu,50,0.1,128,0.9219512195121952
2,8,relu,50,0.1,256,0.8926829268292683
2,8,relu,50,0.1,512,0.9463414634146341
2,8,relu,50,0.01,16,0.9707317073170731
2,8,relu,50,0.01,32,0.9658536585365853
2,8,relu,50,0.01,64,0.9512195121951219
2,8,relu,50,0.01,128,0.9463414634146341
2,8,relu,50,0.01,256,0.9121951219512195
2,8,relu,50,0.01,512,0.8878048780487805
2,8,relu,50,0.001,16,0.8829268292682927
2,8,relu,50,0.001,32,0.8634146341463415
2,8,relu,50,0.001,64,0.8195121951219512
2,8,relu,50,0.001,128,0.8
2,8,relu,50,0.001,256,0.7902439024390244
2,8,relu,50,0.001,512,0.7902439024390244
2,8,relu,50,0.0001,16,0.8
2,8,relu,50,0.0001,32,0.7560975609756098
2,8,relu,50,0.0001,64,0.5024390243902439
2,8,relu,50,0.0001,128,0.6048780487804878
2,8,relu,50,0.0001,256,0.6
2,8,relu,50,0.0001,512,0.47804878048780486
2,8,relu,100,10.0,16,0.4975609756097561
2,8,relu,100,10.0,32,0.5024390243902439
2,8,relu,100,10.0,64,0.5902439024390244
2,8,relu,100,10.0,128,0.5121951219512195
2,8,relu,100,10.0,256,0.4975609756097561
2,8,relu,100,10.0,512,0.4975609756097561
2,8,relu,100,1.0,16,0.4975609756097561
2,8,relu,100,1.0,32,0.4975609756097561
2,8,relu,100,1.0,64,0.4975609756097561
2,8,relu,100,1.0,128,0.5024390243902439
2,8,relu,100,1.0,256,0.526829268292683
2,8,relu,100,1.0,512,0.551219512195122
2,8,relu,100,0.1,16,0.824390243902439
2,8,relu,100,0.1,32,0.8975609756097561
2,8,relu,100,0.1,64,0.8878048780487805
2,8,relu,100,0.1,128,0.9463414634146341
2,8,relu,100,0.1,256,0.9414634146341463
2,8,relu,100,0.1,512,0.9560975609756097
2,8,relu,100,0.01,16,0.9804878048780488
2,8,relu,100,0.01,32,0.9707317073170731
2,8,relu,100,0.01,64,1.0
2,8,relu,100,0.01,128,0.9707317073170731
2,8,relu,100,0.01,256,0.9512195121951219
2,8,relu,100,0.01,512,0.9317073170731708
2,8,relu,100,0.001,16,0.9073170731707317
2,8,relu,100,0.001,32,0.9170731707317074
2,8,relu,100,0.001,64,0.848780487804878
2,8,relu,100,0.001,128,0.8536585365853658
2,8,relu,100,0.001,256,0.8341463414634146
2,8,relu,100,0.001,512,0.8097560975609757
2,8,relu,100,0.0001,16,0.8048780487804879
2,8,relu,100,0.0001,32,0.7951219512195122
2,8,relu,100,0.0001,64,0.7951219512195122
2,8,relu,100,0.0001,128,0.775609756097561
2,8,relu,100,0.0001,256,0.6341463414634146
2,8,relu,100,0.0001,512,0.6878048780487804
2,8,relu,250,10.0,16,0.5024390243902439
2,8,relu,250,10.0,32,0.4975609756097561
2,8,relu,250,10.0,64,0.4975609756097561
2,8,relu,250,10.0,128,0.5073170731707317
2,8,relu,250,10.0,256,0.4975609756097561
2,8,relu,250,10.0,512,0.4975609756097561
2,8,relu,250,1.0,16,0.5024390243902439
2,8,relu,250,1.0,32,0.4975609756097561
2,8,relu,250,1.0,64,0.551219512195122
2,8,relu,250,1.0,128,0.5024390243902439
2,8,relu,250,1.0,256,0.5658536585365853
2,8,relu,250,1.0,512,0.7658536585365854
2,8,relu,250,0.1,16,0.5024390243902439
2,8,relu,250,0.1,32,0.8195121951219512
2,8,relu,250,0.1,64,0.9073170731707317
2,8,relu,250,0.1,128,0.9317073170731708
2,8,relu,250,0.1,256,0.8926829268292683
2,8,relu,250,0.1,512,0.9560975609756097
2,8,relu,250,0.01,16,0.9853658536585366
2,8,relu,250,0.01,32,0.9853658536585366
2,8,relu,250,0.01,64,0.9853658536585366
2,8,relu,250,0.01,128,1.0
2,8,relu,250,0.01,256,0.9853658536585366
2,8,relu,250,0.01,512,0.9853658536585366
2,8,relu,250,0.001,16,0.975609756097561
2,8,relu,250,0.001,32,0.9560975609756097
2,8,relu,250,0.001,64,0.9512195121951219
2,8,relu,250,0.001,128,0.9073170731707317
2,8,relu,250,0.001,256,0.8682926829268293
2,8,relu,250,0.001,512,0.824390243902439
2,8,relu,250,0.0001,16,0.8390243902439024
2,8,relu,250,0.0001,32,0.824390243902439
2,8,relu,250,0.0001,64,0.8146341463414634
2,8,relu,250,0.0001,128,0.8195121951219512
2,8,relu,250,0.0001,256,0.8
2,8,relu,250,0.0001,512,0.4975609756097561
2,8,softmax,1,10.0,16,0.4975609756097561
2,8,softmax,1,10.0,32,0.4975609756097561
2,8,softmax,1,10.0,64,0.7365853658536585
2,8,softmax,1,10.0,128,0.4975609756097561
2,8,softmax,1,10.0,256,0.4975609756097561
2,8,softmax,1,10.0,512,0.4975609756097561
2,8,softmax,1,1.0,16,0.6439024390243903
2,8,softmax,1,1.0,32,0.7609756097560976
2,8,softmax,1,1.0,64,0.5024390243902439
2,8,softmax,1,1.0,128,0.7902439024390244
2,8,softmax,1,1.0,256,0.4975609756097561
2,8,softmax,1,1.0,512,0.5024390243902439
2,8,softmax,1,0.1,16,0.7902439024390244
2,8,softmax,1,0.1,32,0.8097560975609757
2,8,softmax,1,0.1,64,0.8
2,8,softmax,1,0.1,128,0.8
2,8,softmax,1,0.1,256,0.5024390243902439
2,8,softmax,1,0.1,512,0.5024390243902439
2,8,softmax,1,0.01,16,0.7658536585365854
2,8,softmax,1,0.01,32,0.5024390243902439
2,8,softmax,1,0.01,64,0.5024390243902439
2,8,softmax,1,0.01,128,0.5024390243902439
2,8,softmax,1,0.01,256,0.5024390243902439
2,8,softmax,1,0.01,512,0.4975609756097561
2,8,softmax,1,0.001,16,0.5024390243902439
2,8,softmax,1,0.001,32,0.5024390243902439
2,8,softmax,1,0.001,64,0.5024390243902439
2,8,softmax,1,0.001,128,0.5024390243902439
2,8,softmax,1,0.001,256,0.5024390243902439
2,8,softmax,1,0.001,512,0.3902439024390244
2,8,softmax,1,0.0001,16,0.5024390243902439
2,8,softmax,1,0.0001,32,0.5024390243902439
2,8,softmax,1,0.0001,64,0.5024390243902439
2,8,softmax,1,0.0001,128,0.5024390243902439
2,8,softmax,1,0.0001,256,0.4975609756097561
2,8,softmax,1,0.0001,512,0.5024390243902439
2,8,softmax,10,10.0,16,0.4975609756097561
2,8,softmax,10,10.0,32,0.6097560975609756
2,8,softmax,10,10.0,64,0.5024390243902439
2,8,softmax,10,10.0,128,0.5121951219512195
2,8,softmax,10,10.0,256,0.4975609756097561
2,8,softmax,10,10.0,512,0.5560975609756098
2,8,softmax,10,1.0,16,0.7317073170731707
2,8,softmax,10,1.0,32,0.7707317073170732
2,8,softmax,10,1.0,64,0.5024390243902439
2,8,softmax,10,1.0,128,0.824390243902439
2,8,softmax,10,1.0,256,0.8195121951219512
2,8,softmax,10,1.0,512,0.7804878048780488
2,8,softmax,10,0.1,16,0.8585365853658536
2,8,softmax,10,0.1,32,0.8634146341463415
2,8,softmax,10,0.1,64,0.8878048780487805
2,8,softmax,10,0.1,128,0.8536585365853658
2,8,softmax,10,0.1,256,0.8439024390243902
2,8,softmax,10,0.1,512,0.8292682926829268
2,8,softmax,10,0.01,16,0.8829268292682927
2,8,softmax,10,0.01,32,0.8829268292682927
2,8,softmax,10,0.01,64,0.8341463414634146
2,8,softmax,10,0.01,128,0.824390243902439
2,8,softmax,10,0.01,256,0.8097560975609757
2,8,softmax,10,0.01,512,0.7609756097560976
2,8,softmax,10,0.001,16,0.8195121951219512
2,8,softmax,10,0.001,32,0.7707317073170732
2,8,softmax,10,0.001,64,0.7414634146341463
2,8,softmax,10,0.001,128,0.5024390243902439
2,8,softmax,10,0.001,256,0.5024390243902439
2,8,softmax,10,0.001,512,0.5024390243902439
2,8,softmax,10,0.0001,16,0.5024390243902439
2,8,softmax,10,0.0001,32,0.5024390243902439
2,8,softmax,10,0.0001,64,0.5024390243902439
2,8,softmax,10,0.0001,128,0.5024390243902439
2,8,softmax,10,0.0001,256,0.4975609756097561
2,8,softmax,10,0.0001,512,0.4975609756097561
2,8,softmax,25,10.0,16,0.4975609756097561
2,8,softmax,25,10.0,32,0.5024390243902439
2,8,softmax,25,10.0,64,0.4975609756097561
2,8,softmax,25,10.0,128,0.4975609756097561
2,8,softmax,25,10.0,256,0.5024390243902439
2,8,softmax,25,10.0,512,0.7365853658536585
2,8,softmax,25,1.0,16,0.7073170731707317
2,8,softmax,25,1.0,32,0.8
2,8,softmax,25,1.0,64,0.7560975609756098
2,8,softmax,25,1.0,128,0.8
2,8,softmax,25,1.0,256,0.8048780487804879
2,8,softmax,25,1.0,512,0.8146341463414634
2,8,softmax,25,0.1,16,0.7902439024390244
2,8,softmax,25,0.1,32,0.9170731707317074
2,8,softmax,25,0.1,64,0.8780487804878049
2,8,softmax,25,0.1,128,0.9219512195121952
2,8,softmax,25,0.1,256,0.8780487804878049
2,8,softmax,25,0.1,512,0.9024390243902439
2,8,softmax,25,0.01,16,0.9170731707317074
2,8,softmax,25,0.01,32,0.9317073170731708
2,8,softmax,25,0.01,64,0.8878048780487805
2,8,softmax,25,0.01,128,0.848780487804878
2,8,softmax,25,0.01,256,0.824390243902439
2,8,softmax,25,0.01,512,0.8195121951219512
2,8,softmax,25,0.001,16,0.8146341463414634
2,8,softmax,25,0.001,32,0.8195121951219512
2,8,softmax,25,0.001,64,0.7951219512195122
2,8,softmax,25,0.001,128,0.5024390243902439
2,8,softmax,25,0.001,256,0.4975609756097561
2,8,softmax,25,0.001,512,0.5024390243902439
2,8,softmax,25,0.0001,16,0.4975609756097561
2,8,softmax,25,0.0001,32,0.4975609756097561
2,8,softmax,25,0.0001,64,0.4975609756097561
2,8,softmax,25,0.0001,128,0.5024390243902439
2,8,softmax,25,0.0001,256,0.4975609756097561
2,8,softmax,25,0.0001,512,0.4975609756097561
2,8,softmax,50,10.0,16,0.4975609756097561
2,8,softmax,50,10.0,32,0.4975609756097561
2,8,softmax,50,10.0,64,0.4975609756097561
2,8,softmax,50,10.0,128,0.5024390243902439
2,8,softmax,50,10.0,256,0.4975609756097561
2,8,softmax,50,10.0,512,0.4975609756097561
2,8,softmax,50,1.0,16,0.6926829268292682
2,8,softmax,50,1.0,32,0.5024390243902439
2,8,softmax,50,1.0,64,0.7902439024390244
2,8,softmax,50,1.0,128,0.7170731707317073
2,8,softmax,50,1.0,256,0.8048780487804879
2,8,softmax,50,1.0,512,0.7951219512195122
2,8,softmax,50,0.1,16,0.8
2,8,softmax,50,0.1,32,0.8780487804878049
2,8,softmax,50,0.1,64,0.9024390243902439
2,8,softmax,50,0.1,128,0.9170731707317074
2,8,softmax,50,0.1,256,0.926829268292683
2,8,softmax,50,0.1,512,0.8780487804878049
2,8,softmax,50,0.01,16,0.8975609756097561
2,8,softmax,50,0.01,32,0.9658536585365853
2,8,softmax,50,0.01,64,0.9317073170731708
2,8,softmax,50,0.01,128,0.8975609756097561
2,8,softmax,50,0.01,256,0.8829268292682927
2,8,softmax,50,0.01,512,0.8341463414634146
2,8,softmax,50,0.001,16,0.848780487804878
2,8,softmax,50,0.001,32,0.8195121951219512
2,8,softmax,50,0.001,64,0.8195121951219512
2,8,softmax,50,0.001,128,0.8195121951219512
2,8,softmax,50,0.001,256,0.751219512195122
2,8,softmax,50,0.001,512,0.5024390243902439
2,8,softmax,50,0.0001,16,0.7707317073170732
2,8,softmax,50,0.0001,32,0.526829268292683
2,8,softmax,50,0.0001,64,0.5024390243902439
2,8,softmax,50,0.0001,128,0.5024390243902439
2,8,softmax,50,0.0001,256,0.5024390243902439
2,8,softmax,50,0.0001,512,0.5024390243902439
2,8,softmax,100,10.0,16,0.4975609756097561
2,8,softmax,100,10.0,32,0.5024390243902439
2,8,softmax,100,10.0,64,0.4975609756097561
2,8,softmax,100,10.0,128,0.7365853658536585
2,8,softmax,100,10.0,256,0.5024390243902439
2,8,softmax,100,10.0,512,0.5707317073170731
2,8,softmax,100,1.0,16,0.7804878048780488
2,8,softmax,100,1.0,32,0.7804878048780488
2,8,softmax,100,1.0,64,0.7804878048780488
2,8,softmax,100,1.0,128,0.7707317073170732
2,8,softmax,100,1.0,256,0.8
2,8,softmax,100,1.0,512,0.7853658536585366
2,8,softmax,100,0.1,16,0.8585365853658536
2,8,softmax,100,0.1,32,0.8634146341463415
2,8,softmax,100,0.1,64,0.9121951219512195
2,8,softmax,100,0.1,128,0.8975609756097561
2,8,softmax,100,0.1,256,0.9414634146341463
2,8,softmax,100,0.1,512,0.8780487804878049
2,8,softmax,100,0.01,16,0.9463414634146341
2,8,softmax,100,0.01,32,0.9365853658536586
2,8,softmax,100,0.01,64,0.926829268292683
2,8,softmax,100,0.01,128,0.9317073170731708
2,8,softmax,100,0.01,256,0.9170731707317074
2,8,softmax,100,0.01,512,0.8975609756097561
2,8,softmax,100,0.001,16,0.8634146341463415
2,8,softmax,100,0.001,32,0.8731707317073171
2,8,softmax,100,0.001,64,0.8341463414634146
2,8,softmax,100,0.001,128,0.8439024390243902
2,8,softmax,100,0.001,256,0.8195121951219512
2,8,softmax,100,0.001,512,0.7658536585365854
2,8,softmax,100,0.0001,16,0.7951219512195122
2,8,softmax,100,0.0001,32,0.7560975609756098
2,8,softmax,100,0.0001,64,0.5073170731707317
